        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
   1232   4.729411519042117E+08    894      4    169    194    170    195
   1233   4.729411519042117E+08    813    -47    261    169    262    170
   1234   4.729411519042117E+08    575   -132    514    157    515    158
   1235   4.729411519042117E+08    647   -120    441    149    442    150
   1236   4.729411544115316E+08    870    223    126    410    127    411
   1237   4.729411544115316E+08    529    247    445    533    446    534
   1238   4.729411544115316E+08    441     57    586    377    587    378
   1239   4.729411544115316E+08    611   -117    475    162    476    163
   1240   4.729411544115316E+08    835    257    150    453    151    454
   1241   4.729411569188718E+08    827    339    135    534    136    535
   1242   4.729411569188718E+08    786     43    261    263    262    264
   1243   4.729411569188718E+08    575   -141    517    148    518    149
   1244   4.729411569188718E+08    679   -145    418    115    419    116
   1245   4.729411569188718E+08    880    118    148    307    149    308
   1246   4.729411569188718E+08    615   -219    501     63    502     64
   1247   4.729411619334917E+08    815    322    150    521    151    522
   1248   4.729411619334917E+08    920     28    137    209    138    210
   1249   4.729411619334917E+08    611   -117    475    162    476    163
   1250   4.729411644408117E+08    488    115    524    419    525    420
   1251   4.729411644408117E+08    776   -224    349     11    350     12
   1252   4.729411669481117E+08    441     56    586    377    587    378
   1253   4.729411669481117E+08    466      2    578    318    579    319
   1254   4.729411669481117E+08    654     44    386    303    387    304
   1255   4.729411694554317E+08    854    132    169    328    170    329
   1256   4.729411694554317E+08    540   -175    559    127    560    128
   1257   4.729411719627717E+08    854    132    169    328    170    329
   1258   4.729411719627717E+08    458     86    561    400    562    401
   1259   4.729411719627717E+08    623     44    415    312    416    313
   1260   4.729411744700517E+08    458     86    561    400    562    401
   1261   4.729411769773716E+08    774    -97    313    132    314    133
   1262   4.729411769773716E+08    487     25    551    333    552    334
   1263   4.729411769773716E+08    636    291    330    544    331    545
   1264   4.729411769773716E+08    842    -30    228    176    229    177
   1265   4.729411794847117E+08    663    268    311    514    312    515
   1266   4.729411819919917E+08    488     97    529    401    530    402
   1267   4.729411819919917E+08    516     40    519    339    520    340
   1268   4.729411819919917E+08    441     57    586    377    587    378
   1269   4.729411819919917E+08    741     -3    316    233    317    234
   1270   4.729411844993317E+08    637     96    387    358    388    359
   1271   4.729411870066717E+08    739    -56    334    182    335    183
   1272   4.729411870066717E+08    894    -99    198     95    199     96
   1273   4.729411895139517E+08    969    119     63    282     64    283
   1274   4.729411920212717E+08    598   -195    510     91    511     92
   1275   4.729411920212717E+08    654     42    386    301    387    302
   1276   4.729411920212717E+08    543    -22    511    272    512    273
   1277   4.729411945286117E+08    543    296    418    575    419    576
   1278   4.729411945286117E+08    492     39    542    345    543    346
   1279   4.729411945286117E+08    484     76    539    383    540    384
   1280   4.729411945286117E+08    461     87    558    400    559    401
   1281   4.729411970358917E+08    711    -41    356    205    357    206
   1282   4.729411995432317E+08    663    268    311    514    312    515
   1283   4.729411995432317E+08    686    238    297    479    298    480
   1284   4.729412020505517E+08    810   -174    300     49    301     50
   1285   4.729412285769033E+08     23    281    418    575    419    576
   1286   4.729412285769033E+08      4    258    443    559    444    560
   1287   4.729412285769033E+08    144    256    311    514    312    515
   1288   4.729412285769033E+08     17    118    473    421    474    422
   1289   4.729412285769033E+08    346    150    150    354    151    355
   1290   4.729412285769033E+08     23   -142    544    172    545    173
   1291   4.729412285769033E+08    183   -212    412     56    413     57
   1292   4.729412285769033E+08    -74     91    568    422    569    423
   1293   4.729412310842317E+08    -34     88    530    408    531    409
   1294   4.729412310842317E+08     23   -140    544    172    545    173
   1295   4.729412335915717E+08    178    198    295    449    296    450
   1296   4.729412335915717E+08     78    -94    477    200    478    201
   1297   4.729412335915717E+08    367    -79    196    128    197    129
   1298   4.729412335915717E+08    450    108     63    282     64    283
   1299   4.729412360988517E+08    229     92    278    333    279    334
   1300   4.729412386061717E+08    -61     72    561    400    562    401
   1301   4.729412386061717E+08    335    163    156    369    157    370
   1302   4.729412386061717E+08    125    147    362    416    363    417
   1303   4.729412411135117E+08    344   -195    254     25    255     26
   1304   4.729412436208117E+08    383    112    125    306    126    307
   1305   4.729412436208117E+08    432   -139    153     52    154     53
   1306   4.729412461281117E+08    226    243    236    478    237    479
   1307   4.729412486354517E+08      4    259    443    559    444    560
   1308   4.729412486354517E+08    143    255    311    514    312    515
   1309   4.729412486354517E+08    100    183    375    459    376    460
   1310   4.729412486354517E+08    161   -157    418    115    419    116
   1311   4.729412486354517E+08    335   -108    237    111    238    112
   1312   4.729412486354517E+08    248    288    202    515    203    516
   1313   4.729412511427917E+08    104    197    367    470    368    471
   1314   4.729412536500717E+08    206    288    242    526    243    527
   1315   4.729412536500717E+08    323    -42    228    176    229    177
   1316   4.729412536500717E+08      9   -152    561    165    562    166
   1317   4.729412536500717E+08    128   -131    441    149    442    150
   1318   4.729412536500717E+08    395    -52    162    146    163    147
   1319   4.729412536500717E+08    269   -183    321     58    322     59
   1320   4.729412536500717E+08    192    -53    356    205    357    206
   1321   4.729412561573917E+08    492     98     26    260     27    261
   1322   4.729412586647317E+08    -77     43    586    377    587    378
   1323   4.729412586647317E+08    298     20    235    244    236    245
   1324   4.729412586647317E+08    332    -14    212    201    213    202
   1325   4.729412586647317E+08    376   -198    224     12    225     13
   1326   4.729412586647317E+08    206    288    242    527    243    528
   1327   4.729412586647317E+08    336    163    156    369    157    370
   1328   4.729412611720117E+08    279    239    187    458    188    459
   1329   4.729412611720117E+08    182     95    323    349    324    350
   1330   4.729412611720117E+08    484    146     20    309     21    310
   1331   4.729412611720117E+08    362    106    148    307    149    308
   1332   4.729412611720117E+08    514     82     10    239     11    240
   1333   4.729412636793317E+08    262   -108    307    132    308    133
   1334   4.729412661866918E+08     84     -9    447    279    448    280
   1335   4.729412661866918E+08    411    -39    144    154    145    155
   1336   4.729412661866918E+08    284   -177    306     59    307     60
